cycles,frequency
99334500,0.00012604780910390338
96223500,0.006621565183683758
98846500,0.0004676389054558569
98480500,0.00026066179757316493
93051500,0.012084145142512739
96284500,0.006159934532104061
91343500,0.004638424417290731
94149500,0.012172976979738251
88598500,0.000799764670337702
100249500,4.655188617870854e-05
91770500,0.00803406920233544
93478500,0.012316468180350433
97321500,0.0009919270373941514
88476500,0.0005920175456196861
87134500,7.015617107000298e-05
100676500,9.795996407082386e-06
95003500,0.011170551591040925
88781500,0.000639186598746051
94881500,0.0075620647999254656
86219500,2.4435482390605724e-05
94576500,0.010052408357248565
96040500,0.003860439331047754
88354500,0.0004314406779165668
99212500,0.00018268347716404875
90001500,0.003860439331047754
86951500,4.191262329726557e-05
90123500,0.001687324729860173
101042500,2.187176265912378e-05
87317500,0.0001385040481286427
89696500,0.002278317525914992
96467500,0.004844440576471979
98724500,0.000639186598746051
99761500,2.7273064139573353e-05
95369500,0.008733683732479985
100493500,1.747178079772263e-05
94515500,0.010255680780870293
87256500,0.00010408990765019875
97077500,0.001687324729860173
87988500,0.00016674178672595514
88659500,0.0009919270373941514
99700500,3.769886629744161e-05
92868500,0.011329853555528277
88903500,0.00036615894764687693
97199500,0.0013038634927929357
91160500,0.007798301810067077
92990500,0.01187358458035979
88232500,0.0003095435435819808
89147500,0.0006894402402342904
92807500,0.01100273936067806
94271500,0.011752456038887782
96528500,0.00443683440176901
98114500,0.0006894402402342904
90245500,0.002149707474657076
97870500,0.0011394733130859547
90977500,0.006621565183683758
90062500,0.0014861533680001697
87378500,0.00015204268021436952
99151500,0.00019995394270757327
89940500,0.0035012664410038288
86280500,3.0410449178073156e-05
99639500,4.191262329726557e-05
91709500,0.007325826588138985
99944500,0.0001145998423431998
88842500,0.00033682766797579023
98602500,0.0008601195821268977
97382500,0.0030021123260516387
90916500,0.0059326351676553335
95430500,0.00803406920233544
91099500,0.0075620647999254656
91465500,0.005486790594050755
87683500,5.7259798024062476e-05
95247500,0.00962961738385474
99395500,9.445155462375073e-05
86646500,1.3902538210883604e-05
92197500,0.01082686984946947
90428500,0.0030021123260516387
89025500,0.0005063794413298074
93844500,0.012443409801900495
96345500,0.00570814598379082
98968500,0.00033682766797579023
96955500,0.002149707474657076
92380500,0.011752456038887782
85996500,2.3573815020092207e-05
97260500,0.00121949549354111
88110500,0.00023884658177760414
86707500,1.747178079772263e-05
94637500,0.009411141699737434
87195500,9.445155462375073e-05
98785500,0.000547794136783866
89818500,0.0028465094615675755
89757500,0.002551594590481316
110336500,0.005351545100154212
101225500,1.2383299772319518e-05
89879500,0.0031631306314668936
96406500,0.005268871218554843
90550500,0.003678264911611027
96711500,0.0033295320699491472
89208500,0.0008601195821268977
86524500,8.69998610528778e-06
95613500,0.00685514690641422
98541500,0.000218643494047312
86158500,1.9557914188012457e-05
94759500,0.008502257994104579
95308500,0.008962651858821597
100310500,3.387564869098557e-05
91953500,0.00918864509840697
93356500,0.01246165080982898
97626500,0.001908258697608308
86585500,1.1019314024600576e-05
100127500,7.015617107000298e-05
88415500,0.000547794136783866
95918500,0.004638424417290731
87439500,0.00019995394270757327
86097500,1.5592928688901302e-05
94332500,0.011480210687971453
87805500,8.56220225052026e-05
90733500,0.004844440576471979
101164500,1.3902538210883604e-05
92502500,0.008962651858821597
96589500,0.004047681607361277
85568500,4.737034335673447e-06
86829500,2.7273064139573353e-05
86036500,1.2383299772319518e-05
94210500,0.01187358458035979
95735500,0.0059326351676553335
91526500,0.006159934532104061
95979500,0.004239863152349632
99883500,0.00015204268021436952
92136500,0.010452850782223818
86463500,6.842047668451833e-06
94820500,0.008268885562741487
97992500,0.000924126320056801
88720500,0.001063662874388798
86768500,2.187176265912378e-05
93112500,0.012172976979738251
88964500,0.0004676389054558569
100371500,3.0410449178073156e-05
