cycles,frequency
100188500,5.1654194976435974e-05
100249500,4.655188604374416e-05
100310500,3.387564720469527e-05
100371500,3.0410448744078167e-05
100432500,2.4435483283014037e-05
100493500,1.7471780665800907e-05
100554500,1.5592928320984356e-05
100615500,1.1019314115401357e-05
100676500,9.795996447792277e-06
100737500,6.842047696409281e-06
100798500,6.0587590269278735e-06
101042500,2.1871763237868436e-05
101103500,1.9557914129109122e-05
101164500,1.3902537830290385e-05
101225500,1.238329969055485e-05
101286500,8.699986210558563e-06
101554500,1.781599894457031e-05
110336500,0.005351545289158821
111158500,4.1824596337391995e-06
